Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_15_867.jpg,0,1,0,2.272273,102.0784,88.02242,1.314962,45.304,-0.001206326
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_15_933.jpg,0,1,0,2.315944,102.2098,88.15415,1.322073,45.28858,-0.001244012
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_001.jpg,0,1,0,2.359495,102.3105,88.25504,1.324015,45.27787,-0.001240437
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_068.jpg,0,1,0,2.41764,102.4131,88.35777,1.326726,45.26566,-0.001262856
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_134.jpg,0,1,0,2.460857,102.5528,88.49762,1.334335,45.25056,-0.001306361
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_201.jpg,0,1,0,2.503958,102.6597,88.60454,1.334072,45.23969,-0.001298408
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_267.jpg,0,1,0,2.561482,102.7684,88.71326,1.333345,45.22713,-0.001291309
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_334.jpg,0,1,0,2.6042,102.9163,88.86106,1.336351,45.21107,-0.001312607
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_401.jpg,0,1,0,2.646773,103.0293,88.97402,1.340769,45.19901,-0.001328355
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_467.jpg,0,1,0,2.703341,103.1442,89.08875,1.345881,45.18699,-0.001350402
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_533.jpg,0,1,0,2.745626,103.3003,89.24448,1.351913,45.17114,-0.001376666
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_601.jpg,0,1,0,2.787788,103.4194,89.3633,1.354882,45.15933,-0.001398659
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_667.jpg,0,1,0,2.843792,103.5403,89.48386,1.35622,45.14745,-0.00139503
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_734.jpg,0,1,0,2.88562,103.7043,89.64736,1.35991,45.13231,-0.0009788603
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_801.jpg,0,1,0,2.927005,103.8295,89.77203,1.366753,45.11717,-0.001434267
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_867.jpg,0,1,0,2.982429,103.9564,89.89839,1.369476,45.10445,-0.00146843
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_16_934.jpg,0,1,0,3.023835,104.1284,90.06949,1.367246,45.08798,-0.00144553
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_001.jpg,0,1,0,3.065519,104.2595,90.19989,1.372597,45.07396,-0.001456529
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_068.jpg,0,1,0,3.119552,104.3924,90.33199,1.377105,45.06108,-0.001046602
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_134.jpg,0,1,0,3.160197,104.5723,90.51071,1.382607,45.04042,-0.001521227
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_201.jpg,0,1,0,3.201026,104.7092,90.64671,1.384062,45.02813,-0.001071318
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_267.jpg,0,1,0,3.254929,104.848,90.78436,1.385657,45.01197,-0.001521389
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_334.jpg,0,1,0,3.295125,105.0357,90.97057,1.39169,44.9915,-0.00155406
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_401.jpg,0,1,0,3.335514,105.1785,91.11214,1.39484,44.97676,-0.001456596
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_468.jpg,0,1,0,3.388839,105.3231,91.25537,1.397273,44.96216,-0.001122406
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_535.jpg,0,1,0,3.428602,105.5186,91.4489,1.403685,44.93928,-0.001485478
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_602.jpg,0,1,0,3.468248,105.6672,91.59589,1.402479,44.92316,-0.00161086
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_668.jpg,0,1,0,3.520997,105.8176,91.74459,1.407916,44.90788,-0.001140772
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_735.jpg,0,1,0,3.560338,106.0207,91.9453,1.411408,44.88489,-0.001167142
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_802.jpg,0,1,0,3.599543,106.1752,92.09776,1.417085,44.86601,-0.00153406
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_867.jpg,0,1,0,3.651746,106.3312,92.25177,1.418532,44.84962,-0.001194689
